@SuzanaRadjen	3.75178542624990107868
@Sajanajd	3.22933894649843811209
@KosMilijana	3.20980855590845637337
@AntiKomentar	3.13103864421099942206
@damirmasic	2.92049496213624681928
@JBorovina	2.84242452968618852793
@poslednjilet	2.83770961297530233125
@lilyrodriguez00	2.78200453359949051446
#htp4life	2.72269646077644900117
Rekreativo	2.71225941835624473342
@SasaMagazinovic	2.65508362171190004375
@BojanSolaja	2.54215101492000350447
@RadojicicIgorMr	2.52940123108616221614
@Lamijica2312	2.51079138646213362307
@slavisa_bajic	2.45354498700356860041
@StanisljevicJ	2.45268985236947445472
@MiciforSale	2.44123366872314218057
@Ima_li_koga	2.43240129536870774984
BiH	2.42799397982866560497
@Illaquiridet	2.32547903202552630475
Rekreativci!	2.26279063701937133146
@TrbicNenad	2.25951610617987430629
@Vanja_0701	2.24365546760277112526
@mirzahulusic	2.18303375783169872903
@Djuro_	2.17490961215692024666
@bavanja	2.17344375558219615741
KM	2.17112338928487869083
@budjavLJebac	2.15393641796379897713
@mihajlovic2010	2.14900098111231496745
@SjajnaCetvorka	2.14883720832515434651
