gde	2.81620824024592408819
vreme	2.31026619572070313069
uvek	2.29780402302509179080
ceo	2.25697629277446054630
l	2.12461196805476992822
lepo	2.12436770275724473578
deo	2.05286935705446227374
pre	2.02803540932294668053
Uvek	2.01697207438119363587
@_promasaj_	1.98875377814651033148
Gde	1.97958904466631713248
verujem	1.96760000728102069090
bre	1.95909495274067935178
@dragankecman	1.95738909186262843853
Detaljnije	1.94007402292782504816
devojka	1.93720678626735476335
@baron_harkonen	1.92914945065261900226
@promasaj_	1.92261898998546576500
@nixonbelgrade	1.91171801624663362240
SNIŽENO	1.89089214193640309247
@yaemina	1.89002632334434839123
mesto	1.87336937885997456554
negde	1.84010216352722033584
mia.	1.81653610013005151202
@MakiLazetic	1.77710242168884158254
@Dado_BD	1.76646856790104656021
pesmu	1.76581533976390847585
verovatno	1.76067006504644396614
din.	1.72170242544642437821
devojke	1.70312040032948197599
